basis,source_doc,source_page,source_url,statement,period_label,period_end,period_type,section,line_item,value,unit,is_subtotal,is_comparative,order_index,note
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,Description of the Business,portfolio of six natural gas storage facilities located in California and Alberta,6,count,0,0,1,"six physical facilities = Wild Goose, Lodi, Kirby Hills, Suffield, Countess, Warwick; presented commercially as four complexes"
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,Description of the Business,total effective working gas storage capacity of approximately 279.2 Bcf,279.2,bcf,1,0,2,equals 75.0+28.7+154.0+21.5; ties exactly
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,California Operations and Facilities,Wild Goose Facility - effective working gas storage capacity,75.0,bcf,0,0,3,
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,California Operations and Facilities,Lodi Storage Facility - combined effective working gas storage capacity,28.7,bcf,0,0,4,Lodi Facility + Kirby Hills Facility combined; AIF gives no separate split
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,California Operations and Facilities,"Wild Goose Facility - distance north of Sacramento, California",89,count,0,0,5,printed_unit=km
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,California Operations and Facilities,"Lodi Facility - distance north of Lodi, California",8,count,0,0,6,printed_unit=km
business_100,3724816,11,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=11,kpi,FY2026,2026-03-31,instant,California Operations and Facilities,"Kirby Hills Facility - distance west of Lodi, California",72,count,0,0,7,printed_unit=km
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Ownership Interest,100,pct,0,0,8,
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Start of Operations,1999,count,0,0,9,printed_unit=year
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,# of Injection / Withdrawal Wells,21,count,0,0,10,
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Effective Working Gas Capacity,75.0,bcf,0,0,11,
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Max Injection,650,count,0,0,12,printed_unit=MMcf/d
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Max Withdrawal,950,count,0,0,13,printed_unit=MMcf/d
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,# of Interconnects,2,count,0,0,14,
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,Owned Pipeline,55,count,0,0,15,printed_unit=km
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,active depleted natural gas reservoirs,3,count,0,0,16,"from narrative text, not the facility table"
business_100,3724816,12,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=12,kpi,FY2026,2026-03-31,instant,Wild Goose Facility,gas generated compression,27970,count,0,0,17,printed_unit=horsepower; from narrative text
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Ownership Interest,100,pct,0,0,18,
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Start of Operations,2002,count,0,0,19,printed_unit=year
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,# of Injection / Withdrawal Wells,34,count,0,0,20,
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Effective Working Gas Capacity,28.7,bcf,0,0,21,
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Max Injection,550,count,0,0,22,printed_unit=MMcf/d
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Max Withdrawal,750,count,0,0,23,printed_unit=MMcf/d
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,# of Interconnects,3,count,0,0,24,
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Owned Pipeline,72,count,0,0,25,printed_unit=km
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,depleted natural gas reservoirs,4,count,0,0,26,"from narrative text, not the facility table"
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,gas generated compression at the Lodi Facility,26600,count,0,0,27,printed_unit=horsepower
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,gas generated compression at the Kirby Hills Facility,27970,count,0,0,28,"printed_unit=horsepower; identical figure to Wild Goose compression - possible filing typo, recorded verbatim"
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Lodi Facility pipeline to PG&E interconnection north of Antioch,50,count,0,0,29,printed_unit=km
business_100,3724816,13,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=13,kpi,FY2026,2026-03-31,instant,Lodi Storage Facility,Kirby Hills Facility pipeline to two interconnections west of Rio Vista,10,count,0,0,30,"printed_unit=km; 50 + 10 = 60 km, does not reconcile to the 72 km Owned Pipeline in the facility table"
business_100,3724816,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,kpi,FY2026,2026-03-31,instant,Alberta Operations and Facilities,AECO Hub - combined effective working gas storage capacity,154.0,bcf,0,0,31,Suffield Facility + Countess Facility combined; AIF gives no separate split
business_100,3724816,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,kpi,FY2026,2026-03-31,instant,Alberta Operations and Facilities,Warwick Facility - effective working gas storage capacity,21.5,bcf,0,0,32,
business_100,3724816,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,kpi,FY2026,2026-03-31,instant,Alberta Operations and Facilities,"Suffield Facility - distance northwest of Medicine Hat, Alberta",48,count,0,0,33,printed_unit=km
business_100,3724816,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,kpi,FY2026,2026-03-31,instant,Alberta Operations and Facilities,"Countess Facility - distance east of Calgary, Alberta",97,count,0,0,34,printed_unit=km
business_100,3724816,14,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=14,kpi,FY2026,2026-03-31,instant,Alberta Operations and Facilities,"Warwick Facility - distance east of Edmonton, Alberta",113,count,0,0,35,printed_unit=km
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Ownership Interest,100,pct,0,0,36,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Start of Operations,1988,count,0,0,37,printed_unit=year
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,# of Injection / Withdrawal Wells,85,count,0,0,38,58 Suffield + 27 Countess = 85; ties
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Effective Working Gas Capacity,154.0,bcf,0,0,39,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Max Injection,2750,count,0,0,40,printed_unit=MMcf/d
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Max Withdrawal,3050,count,0,0,41,printed_unit=MMcf/d
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,# of Interconnects,2,count,0,0,42,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Owned Pipeline,156,count,0,0,43,printed_unit=km
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,distance between the Suffield Facility and the Countess Facility,121,count,0,0,44,printed_unit=km
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Suffield Facility - storage wells,58,count,0,0,45,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Suffield Facility - storage reservoirs,5,count,0,0,46,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Suffield Facility - connecting pipelines,5,count,0,0,47,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Suffield Facility - natural gas generated compression,36150,count,0,0,48,printed_unit=horsepower; printed as approximately
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Countess Facility - storage wells,27,count,0,0,49,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Countess Facility - gas storage reservoirs,2,count,0,0,50,
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub,Countess Facility - electricity generated compression,34500,count,0,0,51,printed_unit=horsepower; printed as approximately
business_100,3724816,15,https://web.quartr.com/companies/21558?companyId=21558&documentId=3724816&documentType=report&eventId=554427&navigation=external&utm_medium=referral&utm_source=mcp&rp=15,kpi,FY2026,2026-03-31,instant,AECO Hub - Development Opportunities,Countess Facility - standalone battery storage installation (pre-FID),20,count,0,0,52,"printed_unit=MW; pre-final investment decision, grid interconnection applications underway"
